BarTime,Direction,QualityScore,WouldBeEntryPrice,BlockReason
2025.05.01 01:00:00,SHORT,57,3288.70000,OK
2025.05.01 01:10:00,SHORT,67,3284.94000,BLOCKED:PositionOpen
2025.05.01 01:15:00,SHORT,53,3276.53000,BLOCKED:PositionOpen
2025.05.01 01:40:00,SHORT,67,3272.66000,BLOCKED:PositionOpen
2025.05.01 01:55:00,SHORT,52,3277.58000,BLOCKED:PositionOpen
2025.05.01 02:00:00,SHORT,63,3274.25000,BLOCKED:PositionOpen
2025.05.01 02:30:00,SHORT,47,3277.73000,BLOCKED:PositionOpen
2025.05.01 03:50:00,SHORT,65,3247.28000,BLOCKED:DailyQuota
2025.05.01 03:55:00,SHORT,45,3244.61000,BLOCKED:DailyQuota
2025.05.01 04:05:00,SHORT,72,3242.96000,BLOCKED:DailyQuota
2025.05.01 04:10:00,SHORT,57,3241.56000,BLOCKED:DailyQuota
2025.05.01 05:00:00,SHORT,72,3238.93000,BLOCKED:DailyQuota
2025.05.01 05:10:00,SHORT,72,3239.43000,BLOCKED:DailyQuota
2025.05.01 06:15:00,SHORT,43,3232.04000,BLOCKED:DailyQuota
2025.05.01 07:05:00,SHORT,45,3229.42000,BLOCKED:DailyQuota
2025.05.01 07:10:00,SHORT,57,3228.06000,BLOCKED:DailyQuota
2025.05.01 07:20:00,SHORT,72,3225.99000,BLOCKED:DailyQuota
2025.05.01 07:55:00,SHORT,54,3227.78000,BLOCKED:DailyQuota
2025.05.01 10:50:00,SHORT,64,3231.67000,BLOCKED:DailyQuota
2025.05.01 13:00:00,SHORT,48,3218.56000,BLOCKED:DailyQuota
2025.05.01 13:05:00,SHORT,35,3218.14000,BLOCKED:DailyQuota
2025.05.01 13:50:00,SHORT,77,3222.87000,BLOCKED:DailyQuota
2025.05.01 14:00:00,SHORT,46,3222.86000,BLOCKED:DailyQuota
2025.05.01 18:20:00,SHORT,70,3215.43000,BLOCKED:DailyQuota
2025.05.01 19:25:00,SHORT,69,3211.34000,BLOCKED:DailyQuota
2025.05.01 19:30:00,SHORT,77,3209.66000,BLOCKED:DailyQuota
2025.05.02 16:35:00,SHORT,55,3251.28000,OK
2025.05.02 16:45:00,SHORT,63,3252.97000,BLOCKED:PositionOpen
2025.05.02 19:35:00,SHORT,54,3231.67000,BLOCKED:PositionOpen
2025.05.02 19:55:00,SHORT,77,3226.31000,BLOCKED:PositionOpen
2025.05.02 20:00:00,SHORT,77,3225.03000,BLOCKED:DailyQuota
2025.05.05 07:30:00,SHORT,75,3255.58000,OK
2025.05.05 07:35:00,SHORT,45,3254.78000,BLOCKED:PositionOpen
2025.05.05 07:50:00,SHORT,81,3254.88000,BLOCKED:PositionOpen
2025.05.05 12:15:00,LONG,71,3289.83000,BLOCKED:DailyQuota
2025.05.05 12:20:00,LONG,49,3293.46000,BLOCKED:DailyQuota
2025.05.05 12:55:00,LONG,77,3303.91000,BLOCKED:DailyQuota
2025.05.05 13:00:00,LONG,77,3308.69000,BLOCKED:DailyQuota
2025.05.05 13:05:00,LONG,61,3315.44000,BLOCKED:DailyQuota
2025.05.05 13:15:00,LONG,40,3310.80000,BLOCKED:DailyQuota
2025.05.05 13:20:00,LONG,77,3315.61000,BLOCKED:DailyQuota
2025.05.05 13:25:00,LONG,74,3316.41000,BLOCKED:DailyQuota
2025.05.05 13:45:00,LONG,50,3314.05000,BLOCKED:DailyQuota
2025.05.05 13:55:00,LONG,74,3314.37000,BLOCKED:DailyQuota
2025.05.05 14:05:00,LONG,69,3313.62000,BLOCKED:DailyQuota
2025.05.05 14:10:00,LONG,49,3317.35000,BLOCKED:DailyQuota
2025.05.05 20:45:00,LONG,58,3314.51000,BLOCKED:DailyQuota
2025.05.05 21:10:00,LONG,66,3317.87000,BLOCKED:DailyQuota
2025.05.05 21:40:00,LONG,51,3319.84000,BLOCKED:DailyQuota
2025.05.05 22:00:00,LONG,46,3323.36000,BLOCKED:DailyQuota
2025.05.05 22:15:00,LONG,27,3326.26000,BLOCKED:DailyQuota
2025.05.05 22:20:00,LONG,45,3327.99000,BLOCKED:DailyQuota
2025.05.05 22:25:00,LONG,59,3330.39000,BLOCKED:DailyQuota
2025.05.05 22:30:00,LONG,44,3336.55000,BLOCKED:DailyQuota
2025.05.05 22:40:00,LONG,50,3336.70000,BLOCKED:DailyQuota
2025.05.05 23:20:00,LONG,43,3330.87000,BLOCKED:DailyQuota
2025.05.05 23:30:00,LONG,41,3331.36000,BLOCKED:DailyQuota
2025.05.05 23:35:00,LONG,71,3333.23000,BLOCKED:DailyQuota
2025.05.06 03:10:00,LONG,47,3334.07000,OK
2025.05.06 10:25:00,LONG,77,3374.55000,BLOCKED:DailyQuota
2025.05.06 10:30:00,LONG,29,3374.52000,BLOCKED:DailyQuota
2025.05.06 10:35:00,LONG,53,3378.27000,BLOCKED:DailyQuota
2025.05.06 10:50:00,LONG,77,3374.55000,BLOCKED:DailyQuota
2025.05.06 11:05:00,LONG,61,3372.88000,BLOCKED:DailyQuota
2025.05.06 11:10:00,LONG,30,3373.12000,BLOCKED:DailyQuota
2025.05.06 11:15:00,LONG,61,3378.05000,BLOCKED:DailyQuota
2025.05.06 14:00:00,LONG,63,3383.65000,BLOCKED:DailyQuota
2025.05.06 14:20:00,LONG,34,3381.79000,BLOCKED:DailyQuota
2025.05.06 17:10:00,LONG,77,3397.38000,BLOCKED:DailyQuota
2025.05.06 19:20:00,LONG,49,3397.08000,BLOCKED:DailyQuota
2025.05.06 19:30:00,LONG,77,3404.36000,BLOCKED:DailyQuota
2025.05.06 19:35:00,LONG,67,3405.09000,BLOCKED:DailyQuota
2025.05.06 19:45:00,LONG,77,3408.02000,BLOCKED:DailyQuota
2025.05.06 19:50:00,LONG,54,3409.12000,BLOCKED:DailyQuota
2025.05.06 20:40:00,LONG,57,3415.97000,BLOCKED:DailyQuota
2025.05.06 21:00:00,LONG,72,3414.22000,BLOCKED:DailyQuota
2025.05.06 21:10:00,LONG,30,3412.86000,BLOCKED:DailyQuota
2025.05.06 21:20:00,LONG,72,3414.85000,BLOCKED:DailyQuota
2025.05.06 21:45:00,LONG,60,3416.33000,BLOCKED:DailyQuota
2025.05.06 22:40:00,LONG,50,3417.41000,BLOCKED:DailyQuota
2025.05.06 22:45:00,LONG,55,3418.68000,BLOCKED:DailyQuota
2025.05.06 22:55:00,LONG,58,3423.27000,BLOCKED:DailyQuota
2025.05.06 23:55:00,LONG,65,3433.86000,BLOCKED:DailyQuota
2025.05.07 06:15:00,LONG,68,3389.01000,OK
2025.05.07 08:10:00,LONG,97,3383.82000,BLOCKED:PositionOpen
2025.05.07 08:25:00,LONG,49,3385.86000,BLOCKED:PositionOpen
2025.05.07 08:40:00,LONG,88,3385.78000,BLOCKED:PositionOpen
2025.05.07 10:15:00,LONG,77,3396.15000,BLOCKED:PositionOpen
2025.05.07 16:10:00,LONG,47,3391.57000,BLOCKED:PositionOpen
2025.05.07 21:05:00,LONG,55,3390.80000,BLOCKED:PositionOpen
2025.05.07 21:10:00,LONG,69,3393.85000,BLOCKED:PositionOpen
2025.05.07 21:15:00,LONG,44,3395.83000,BLOCKED:PositionOpen
2025.05.08 02:40:00,LONG,89,3374.56000,OK
2025.05.08 02:55:00,LONG,42,3375.98000,BLOCKED:PositionOpen
2025.05.08 03:00:00,LONG,44,3376.71000,BLOCKED:PositionOpen
2025.05.08 03:10:00,LONG,49,3375.46000,BLOCKED:PositionOpen
2025.05.08 03:50:00,LONG,69,3385.29000,BLOCKED:PositionOpen
2025.05.08 03:55:00,LONG,28,3385.31000,BLOCKED:PositionOpen
2025.05.08 04:05:00,LONG,47,3394.24000,BLOCKED:DailyQuota
2025.05.08 04:50:00,LONG,72,3397.90000,BLOCKED:DailyQuota
2025.05.08 05:35:00,LONG,63,3410.74000,BLOCKED:DailyQuota
2025.05.08 06:05:00,LONG,43,3401.82000,BLOCKED:DailyQuota
2025.05.08 06:10:00,LONG,67,3404.45000,BLOCKED:DailyQuota
2025.05.08 06:15:00,LONG,60,3404.95000,BLOCKED:DailyQuota
2025.05.08 06:20:00,LONG,65,3407.00000,BLOCKED:DailyQuota
2025.05.08 09:50:00,SHORT,73,3322.28000,BLOCKED:DailyQuota
2025.05.08 16:20:00,LONG,28,3362.55000,BLOCKED:DailyQuota
2025.05.08 16:30:00,LONG,48,3361.64000,BLOCKED:DailyQuota
2025.05.08 16:35:00,LONG,61,3366.59000,BLOCKED:DailyQuota
2025.05.08 16:45:00,LONG,26,3365.49000,BLOCKED:DailyQuota
2025.05.08 19:55:00,SHORT,66,3311.94000,BLOCKED:DailyQuota
2025.05.08 20:00:00,SHORT,77,3310.31000,BLOCKED:DailyQuota
2025.05.08 20:10:00,SHORT,77,3299.61000,BLOCKED:DailyQuota
2025.05.08 20:25:00,SHORT,77,3303.25000,BLOCKED:DailyQuota
2025.05.08 20:45:00,SHORT,62,3303.00000,BLOCKED:DailyQuota
2025.05.08 21:25:00,SHORT,72,3306.90000,BLOCKED:DailyQuota
2025.05.09 08:05:00,LONG,66,3325.35000,OK
2025.05.09 08:10:00,LONG,77,3327.62000,BLOCKED:PositionOpen
2025.05.09 08:15:00,LONG,44,3328.20000,BLOCKED:PositionOpen
2025.05.09 10:10:00,LONG,57,3329.07000,BLOCKED:PositionOpen
2025.05.09 12:55:00,LONG,62,3326.25000,BLOCKED:PositionOpen
2025.05.09 15:15:00,LONG,37,3334.83000,BLOCKED:PositionOpen
2025.05.09 15:20:00,LONG,33,3335.33000,BLOCKED:PositionOpen
2025.05.09 18:55:00,LONG,57,3342.78000,BLOCKED:PositionOpen
2025.05.09 19:00:00,LONG,69,3345.40000,BLOCKED:PositionOpen
2025.05.09 19:05:00,LONG,76,3346.52000,BLOCKED:PositionOpen
2025.05.09 19:35:00,LONG,60,3342.13000,BLOCKED:PositionOpen
2025.05.12 01:05:00,SHORT,75,3295.11000,OK
2025.05.12 02:05:00,SHORT,44,3267.37000,BLOCKED:PositionOpen
2025.05.12 02:25:00,SHORT,51,3276.86000,BLOCKED:PositionOpen
2025.05.12 04:55:00,SHORT,68,3271.35000,BLOCKED:PositionOpen
2025.05.12 08:10:00,SHORT,62,3277.61000,BLOCKED:PositionOpen
2025.05.12 08:20:00,SHORT,55,3274.06000,BLOCKED:PositionOpen
2025.05.12 08:30:00,SHORT,47,3274.42000,BLOCKED:PositionOpen
2025.05.12 08:40:00,SHORT,56,3272.76000,BLOCKED:PositionOpen
2025.05.12 11:00:00,SHORT,53,3223.55000,BLOCKED:DailyQuota
2025.05.12 11:10:00,SHORT,49,3224.68000,BLOCKED:DailyQuota
2025.05.12 11:15:00,SHORT,40,3224.37000,BLOCKED:DailyQuota
2025.05.12 11:50:00,SHORT,67,3230.55000,BLOCKED:DailyQuota
2025.05.12 13:25:00,SHORT,49,3212.14000,BLOCKED:DailyQuota
2025.05.12 14:00:00,SHORT,63,3207.90000,BLOCKED:DailyQuota
2025.05.12 19:15:00,SHORT,54,3231.49000,BLOCKED:DailyQuota
2025.05.12 19:20:00,SHORT,77,3229.31000,BLOCKED:DailyQuota
2025.05.12 20:30:00,SHORT,77,3224.07000,BLOCKED:DailyQuota
2025.05.12 20:40:00,SHORT,77,3225.44000,BLOCKED:DailyQuota
2025.05.12 20:50:00,SHORT,74,3223.99000,BLOCKED:DailyQuota
2025.05.12 20:55:00,SHORT,51,3223.84000,BLOCKED:DailyQuota
2025.05.12 21:20:00,SHORT,66,3221.27000,BLOCKED:DailyQuota
2025.05.13 12:40:00,SHORT,68,3252.15000,OK
2025.05.13 12:45:00,SHORT,52,3251.74000,BLOCKED:PositionOpen
2025.05.13 16:00:00,SHORT,48,3241.67000,BLOCKED:PositionOpen
2025.05.13 16:10:00,SHORT,48,3244.17000,BLOCKED:PositionOpen
2025.05.13 16:15:00,SHORT,61,3242.78000,BLOCKED:PositionOpen
2025.05.13 16:20:00,SHORT,67,3241.05000,BLOCKED:PositionOpen
2025.05.13 16:35:00,SHORT,77,3240.55000,BLOCKED:PositionOpen
2025.05.13 16:40:00,SHORT,62,3237.44000,BLOCKED:PositionOpen
2025.05.13 17:25:00,SHORT,77,3237.83000,BLOCKED:DailyQuota
2025.05.13 21:15:00,SHORT,75,3246.26000,BLOCKED:DailyQuota
2025.05.14 03:45:00,SHORT,60,3244.83000,OK
2025.05.14 03:50:00,SHORT,44,3243.81000,BLOCKED:PositionOpen
2025.05.14 06:15:00,SHORT,57,3229.38000,BLOCKED:PositionOpen
2025.05.14 06:30:00,SHORT,54,3229.30000,BLOCKED:PositionOpen
2025.05.14 06:35:00,SHORT,35,3229.34000,BLOCKED:PositionOpen
2025.05.14 06:50:00,SHORT,72,3228.28000,BLOCKED:PositionOpen
2025.05.14 07:15:00,SHORT,72,3224.56000,BLOCKED:PositionOpen
2025.05.14 08:20:00,SHORT,55,3224.55000,BLOCKED:PositionOpen
2025.05.14 13:00:00,SHORT,73,3232.20000,BLOCKED:PositionOpen
2025.05.14 13:05:00,SHORT,85,3230.46000,BLOCKED:PositionOpen
2025.05.14 16:05:00,SHORT,64,3181.75000,BLOCKED:DailyQuota
2025.05.14 16:10:00,SHORT,55,3180.81000,BLOCKED:DailyQuota
2025.05.14 16:15:00,SHORT,77,3179.97000,BLOCKED:DailyQuota
2025.05.14 16:30:00,SHORT,73,3185.50000,BLOCKED:DailyQuota
2025.05.14 17:00:00,SHORT,49,3191.46000,BLOCKED:DailyQuota
2025.05.14 17:05:00,SHORT,53,3188.84000,BLOCKED:DailyQuota
2025.05.14 17:10:00,SHORT,77,3186.15000,BLOCKED:DailyQuota
2025.05.14 17:20:00,SHORT,77,3183.82000,BLOCKED:DailyQuota
2025.05.14 17:25:00,SHORT,77,3181.64000,BLOCKED:DailyQuota
2025.05.14 18:40:00,SHORT,53,3181.51000,BLOCKED:DailyQuota
2025.05.14 18:45:00,SHORT,51,3181.38000,BLOCKED:DailyQuota
2025.05.14 21:35:00,SHORT,31,3177.09000,BLOCKED:DailyQuota
2025.05.14 21:40:00,SHORT,59,3176.16000,BLOCKED:DailyQuota
2025.05.14 21:45:00,SHORT,56,3175.16000,BLOCKED:DailyQuota
2025.05.14 22:05:00,SHORT,72,3170.68000,BLOCKED:DailyQuota
2025.05.15 05:40:00,SHORT,71,3158.30000,OK
2025.05.15 05:45:00,SHORT,54,3157.75000,BLOCKED:PositionOpen
2025.05.15 06:20:00,SHORT,71,3148.71000,BLOCKED:PositionOpen
2025.05.15 06:50:00,SHORT,33,3153.00000,BLOCKED:PositionOpen
2025.05.15 06:55:00,SHORT,55,3152.32000,BLOCKED:PositionOpen
2025.05.15 07:00:00,SHORT,72,3150.42000,BLOCKED:PositionOpen
2025.05.15 07:10:00,SHORT,71,3149.13000,BLOCKED:PositionOpen
2025.05.15 07:20:00,SHORT,65,3148.08000,BLOCKED:PositionOpen
2025.05.15 07:25:00,SHORT,49,3147.22000,BLOCKED:PositionOpen
2025.05.15 07:45:00,SHORT,53,3144.59000,BLOCKED:PositionOpen
2025.05.15 08:10:00,SHORT,66,3140.07000,BLOCKED:PositionOpen
2025.05.15 08:15:00,SHORT,34,3139.70000,BLOCKED:PositionOpen
2025.05.15 08:30:00,SHORT,37,3141.84000,BLOCKED:PositionOpen
2025.05.15 08:40:00,SHORT,64,3136.50000,BLOCKED:PositionOpen
2025.05.15 08:45:00,SHORT,62,3132.78000,BLOCKED:PositionOpen
2025.05.15 08:55:00,SHORT,48,3129.40000,BLOCKED:PositionOpen
2025.05.15 09:05:00,SHORT,64,3125.43000,BLOCKED:PositionOpen
2025.05.15 09:15:00,SHORT,54,3126.92000,BLOCKED:PositionOpen
2025.05.16 03:35:00,SHORT,59,3232.90000,OK
2025.05.16 04:10:00,SHORT,45,3231.41000,BLOCKED:PositionOpen
2025.05.16 04:15:00,SHORT,51,3230.89000,BLOCKED:PositionOpen
2025.05.16 05:40:00,SHORT,72,3221.63000,BLOCKED:PositionOpen
2025.05.16 05:45:00,SHORT,72,3219.96000,BLOCKED:PositionOpen
2025.05.16 05:50:00,SHORT,64,3217.84000,BLOCKED:PositionOpen
2025.05.16 05:55:00,SHORT,72,3215.76000,BLOCKED:PositionOpen
2025.05.16 06:15:00,SHORT,55,3207.97000,BLOCKED:PositionOpen
2025.05.16 10:50:00,SHORT,78,3213.39000,BLOCKED:PositionOpen
2025.05.16 10:55:00,SHORT,77,3208.66000,BLOCKED:PositionOpen
2025.05.16 11:00:00,SHORT,72,3207.68000,BLOCKED:PositionOpen
2025.05.16 11:10:00,SHORT,53,3203.43000,BLOCKED:PositionOpen
2025.05.16 11:15:00,SHORT,77,3197.45000,BLOCKED:PositionOpen
2025.05.16 14:10:00,SHORT,61,3172.99000,BLOCKED:DailyQuota
2025.05.16 14:15:00,SHORT,58,3171.11000,BLOCKED:DailyQuota
2025.05.16 14:30:00,SHORT,38,3171.92000,BLOCKED:DailyQuota
2025.05.16 14:40:00,SHORT,49,3176.12000,BLOCKED:DailyQuota
2025.05.16 14:45:00,SHORT,77,3173.92000,BLOCKED:DailyQuota
2025.05.16 14:55:00,SHORT,77,3154.61000,BLOCKED:DailyQuota
2025.05.16 15:10:00,SHORT,77,3158.96000,BLOCKED:DailyQuota
2025.05.19 04:55:00,SHORT,46,3219.85000,OK
2025.05.19 05:35:00,SHORT,72,3220.52000,BLOCKED:PositionOpen
2025.05.19 05:40:00,SHORT,72,3219.64000,BLOCKED:PositionOpen
2025.05.19 07:40:00,SHORT,63,3216.07000,BLOCKED:PositionOpen
2025.05.19 07:55:00,SHORT,51,3216.03000,BLOCKED:PositionOpen
2025.05.19 14:45:00,LONG,40,3246.18000,BLOCKED:PositionOpen
2025.05.19 16:25:00,SHORT,52,3234.16000,BLOCKED:PositionOpen
2025.05.19 16:35:00,SHORT,68,3227.76000,BLOCKED:PositionOpen
2025.05.19 16:55:00,SHORT,41,3228.86000,BLOCKED:PositionOpen
2025.05.19 23:55:00,SHORT,54,3230.79000,BLOCKED:PositionOpen
2025.05.20 01:05:00,SHORT,51,3228.07000,BLOCKED:PositionOpen
2025.05.20 01:40:00,SHORT,47,3226.10000,BLOCKED:PositionOpen
2025.05.20 01:50:00,SHORT,44,3225.87000,BLOCKED:PositionOpen
2025.05.20 02:30:00,SHORT,62,3222.39000,BLOCKED:PositionOpen
2025.05.20 02:35:00,SHORT,45,3221.18000,BLOCKED:PositionOpen
2025.05.20 02:40:00,SHORT,39,3220.53000,BLOCKED:PositionOpen
2025.05.20 03:10:00,SHORT,45,3223.04000,BLOCKED:PositionOpen
2025.05.20 03:40:00,SHORT,63,3214.53000,BLOCKED:PositionOpen
2025.05.20 06:30:00,SHORT,62,3212.64000,BLOCKED:PositionOpen
2025.05.20 06:35:00,SHORT,54,3210.14000,BLOCKED:PositionOpen
2025.05.20 06:40:00,SHORT,33,3210.07000,BLOCKED:PositionOpen
2025.05.20 09:45:00,SHORT,43,3210.12000,BLOCKED:PositionOpen
2025.05.20 17:55:00,LONG,63,3282.93000,OK
2025.05.20 18:20:00,LONG,67,3280.50000,BLOCKED:PositionOpen
2025.05.20 21:30:00,LONG,65,3288.55000,BLOCKED:PositionOpen
2025.05.20 22:05:00,LONG,52,3288.13000,BLOCKED:PositionOpen
2025.05.20 22:20:00,LONG,45,3289.43000,BLOCKED:PositionOpen
2025.05.20 22:25:00,LONG,43,3290.62000,BLOCKED:PositionOpen
2025.05.20 23:00:00,LONG,71,3294.29000,BLOCKED:PositionOpen
2025.05.20 23:10:00,LONG,36,3295.40000,BLOCKED:PositionOpen
2025.05.20 23:40:00,LONG,38,3290.46000,BLOCKED:PositionOpen
2025.05.21 01:05:00,LONG,51,3293.18000,BLOCKED:PositionOpen
2025.05.21 01:10:00,LONG,46,3298.92000,BLOCKED:PositionOpen
2025.05.21 01:15:00,LONG,46,3299.95000,BLOCKED:PositionOpen
2025.05.21 04:10:00,LONG,35,3303.82000,BLOCKED:PositionOpen
2025.05.21 06:15:00,LONG,69,3303.42000,BLOCKED:PositionOpen
2025.05.21 06:40:00,LONG,74,3307.57000,BLOCKED:PositionOpen
2025.05.21 07:40:00,LONG,59,3305.05000,BLOCKED:PositionOpen
2025.05.21 07:50:00,LONG,73,3305.96000,BLOCKED:PositionOpen
2025.05.21 09:45:00,LONG,59,3319.34000,BLOCKED:PositionOpen
2025.05.21 09:55:00,LONG,53,3320.38000,BLOCKED:PositionOpen
2025.05.21 12:50:00,LONG,75,3310.24000,BLOCKED:PositionOpen
2025.05.21 12:55:00,LONG,72,3310.95000,BLOCKED:PositionOpen
2025.05.21 18:40:00,LONG,62,3312.58000,BLOCKED:PositionOpen
2025.05.21 18:50:00,LONG,68,3312.84000,BLOCKED:PositionOpen
2025.05.21 18:55:00,LONG,52,3313.57000,BLOCKED:PositionOpen
2025.05.21 21:35:00,LONG,45,3315.12000,BLOCKED:PositionOpen
2025.05.21 21:40:00,LONG,56,3315.51000,BLOCKED:PositionOpen
2025.05.21 22:10:00,LONG,75,3323.05000,BLOCKED:PositionOpen
2025.05.21 22:45:00,LONG,25,3322.61000,BLOCKED:PositionOpen
2025.05.22 02:35:00,LONG,75,3324.05000,BLOCKED:PositionOpen
2025.05.22 03:35:00,LONG,58,3322.82000,BLOCKED:PositionOpen
2025.05.22 04:30:00,LONG,66,3338.63000,BLOCKED:PositionOpen
2025.05.22 04:35:00,LONG,29,3338.91000,BLOCKED:PositionOpen
2025.05.22 05:10:00,LONG,56,3338.86000,BLOCKED:PositionOpen
2025.05.22 05:40:00,LONG,75,3340.06000,BLOCKED:PositionOpen
2025.05.22 05:45:00,LONG,49,3343.72000,BLOCKED:PositionOpen
2025.05.22 06:00:00,LONG,45,3341.32000,BLOCKED:PositionOpen
2025.05.22 08:40:00,LONG,60,3337.91000,BLOCKED:PositionOpen
2025.05.22 16:10:00,LONG,60,3312.13000,BLOCKED:PositionOpen
2025.05.22 16:15:00,LONG,62,3315.05000,BLOCKED:PositionOpen
2025.05.22 19:50:00,LONG,80,3304.84000,BLOCKED:PositionOpen
2025.05.22 20:20:00,LONG,95,3299.41000,BLOCKED:PositionOpen
2025.05.23 01:05:00,LONG,56,3297.64000,BLOCKED:PositionOpen
2025.05.23 02:05:00,LONG,67,3299.73000,BLOCKED:PositionOpen
2025.05.23 02:25:00,LONG,38,3298.86000,BLOCKED:PositionOpen
2025.05.23 02:30:00,LONG,49,3299.45000,BLOCKED:PositionOpen
2025.05.23 02:40:00,LONG,44,3299.53000,BLOCKED:PositionOpen
2025.05.23 07:25:00,LONG,75,3311.83000,BLOCKED:PositionOpen
2025.05.23 07:30:00,LONG,52,3312.31000,BLOCKED:PositionOpen
2025.05.23 07:35:00,LONG,60,3314.02000,BLOCKED:PositionOpen
2025.05.23 08:15:00,LONG,60,3317.90000,BLOCKED:PositionOpen
2025.05.23 08:40:00,LONG,56,3319.79000,BLOCKED:PositionOpen
2025.05.23 08:50:00,LONG,80,3321.10000,BLOCKED:PositionOpen
2025.05.23 08:55:00,LONG,80,3324.45000,BLOCKED:PositionOpen
2025.05.23 09:05:00,LONG,60,3329.36000,BLOCKED:PositionOpen
2025.05.23 09:45:00,LONG,78,3328.67000,BLOCKED:PositionOpen
2025.05.23 09:50:00,LONG,75,3329.51000,BLOCKED:PositionOpen
2025.05.23 10:20:00,LONG,59,3330.81000,BLOCKED:PositionOpen
2025.05.23 10:25:00,LONG,53,3330.90000,BLOCKED:PositionOpen
2025.05.23 10:30:00,LONG,56,3331.10000,BLOCKED:PositionOpen
2025.05.23 14:45:00,LONG,59,3333.61000,BLOCKED:PositionOpen
2025.05.23 14:50:00,LONG,57,3346.97000,BLOCKED:PositionOpen
2025.05.23 18:45:00,LONG,61,3357.44000,BLOCKED:PositionOpen
2025.05.23 18:50:00,LONG,63,3359.84000,BLOCKED:PositionOpen
2025.05.23 18:55:00,LONG,59,3360.21000,BLOCKED:PositionOpen
2025.05.23 19:15:00,LONG,50,3360.61000,BLOCKED:PositionOpen
2025.05.23 19:25:00,LONG,51,3360.53000,BLOCKED:PositionOpen
2025.05.23 20:05:00,LONG,69,3359.83000,BLOCKED:PositionOpen
2025.05.23 20:15:00,LONG,57,3360.77000,BLOCKED:PositionOpen
2025.05.26 05:05:00,LONG,69,3348.07000,BLOCKED:PositionOpen
2025.05.26 05:25:00,LONG,63,3347.85000,BLOCKED:PositionOpen
2025.05.26 05:30:00,LONG,34,3348.16000,BLOCKED:PositionOpen
2025.05.26 05:50:00,LONG,61,3355.81000,BLOCKED:PositionOpen
2025.05.26 06:05:00,LONG,82,3349.82000,BLOCKED:PositionOpen
2025.05.26 08:10:00,LONG,70,3349.54000,BLOCKED:PositionOpen
2025.05.26 18:25:00,LONG,52,3339.12000,BLOCKED:PositionOpen
2025.05.26 19:05:00,LONG,83,3339.37000,BLOCKED:PositionOpen
2025.05.26 19:35:00,LONG,51,3341.10000,BLOCKED:PositionOpen
2025.05.26 19:45:00,LONG,55,3343.13000,BLOCKED:PositionOpen
2025.05.26 20:50:00,LONG,36,3341.51000,BLOCKED:PositionOpen
2025.05.26 21:00:00,LONG,41,3341.44000,BLOCKED:PositionOpen
2025.05.27 06:25:00,LONG,25,3346.58000,BLOCKED:PositionOpen
2025.05.27 06:30:00,LONG,46,3346.95000,BLOCKED:PositionOpen
2025.05.27 12:50:00,SHORT,40,3296.04000,BLOCKED:PositionOpen
2025.05.27 13:55:00,SHORT,68,3294.42000,BLOCKED:PositionOpen
2025.05.27 14:00:00,SHORT,62,3293.46000,BLOCKED:PositionOpen
2025.05.27 15:00:00,SHORT,54,3288.23000,BLOCKED:PositionOpen
2025.05.27 16:35:00,LONG,53,3303.46000,BLOCKED:PositionOpen
2025.05.27 16:45:00,LONG,74,3301.09000,BLOCKED:PositionOpen
2025.05.27 20:15:00,LONG,65,3299.45000,BLOCKED:PositionOpen
2025.05.27 20:20:00,LONG,65,3300.64000,BLOCKED:PositionOpen
2025.05.27 20:25:00,LONG,61,3302.13000,BLOCKED:PositionOpen
2025.05.27 20:45:00,LONG,63,3303.72000,BLOCKED:PositionOpen
2025.05.27 21:30:00,LONG,70,3301.37000,BLOCKED:PositionOpen
2025.05.27 21:35:00,LONG,53,3302.60000,BLOCKED:PositionOpen
2025.05.27 21:50:00,LONG,69,3303.02000,BLOCKED:PositionOpen
2025.05.27 23:15:00,LONG,37,3303.78000,BLOCKED:PositionOpen
2025.05.27 23:20:00,LONG,56,3304.18000,BLOCKED:PositionOpen
2025.05.27 23:35:00,LONG,43,3304.60000,BLOCKED:PositionOpen
2025.05.27 23:40:00,LONG,54,3304.95000,BLOCKED:PositionOpen
2025.05.28 07:10:00,SHORT,73,3296.87000,BLOCKED:PositionOpen
2025.05.28 07:20:00,SHORT,75,3295.92000,BLOCKED:PositionOpen
2025.05.28 07:25:00,SHORT,75,3294.61000,BLOCKED:PositionOpen
2025.05.28 07:45:00,SHORT,40,3296.50000,BLOCKED:PositionOpen
2025.05.28 08:15:00,LONG,85,3303.24000,BLOCKED:PositionOpen
2025.05.28 09:25:00,LONG,70,3303.43000,BLOCKED:PositionOpen
2025.05.28 09:30:00,LONG,60,3304.32000,BLOCKED:PositionOpen
2025.05.28 09:40:00,LONG,84,3304.92000,BLOCKED:PositionOpen
2025.05.28 10:50:00,LONG,57,3319.87000,BLOCKED:PositionOpen
2025.05.28 10:55:00,LONG,80,3320.99000,BLOCKED:PositionOpen
2025.05.28 11:05:00,LONG,80,3320.90000,BLOCKED:PositionOpen
2025.05.28 11:15:00,LONG,66,3323.88000,BLOCKED:PositionOpen
2025.05.28 11:45:00,LONG,45,3317.55000,BLOCKED:PositionOpen
2025.05.28 12:15:00,LONG,45,3321.87000,BLOCKED:PositionOpen
2025.05.28 18:05:00,SHORT,53,3297.58000,BLOCKED:PositionOpen
